case_id,alert_type,failed_login_count,successful_login,new_ip,location_change,login_location,endpoint_anomaly,email_anomaly,cloud_anomaly,previous_incident,evidence_missing,evidence_conflict,risk_score,risk_level,investigation_steps,containment_decision,investigation_status,case_outcome
CASE-0915,Phishing Email,1,1,1,1,Hyderabad,1,1,0,0,0,0,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Confirmed Incident
CASE-0916,Suspicious Login,3,0,0,1,Chennai,1,0,1,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0917,Endpoint Malware,6,1,0,0,Mumbai,1,1,1,1,0,1,70,HIGH,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,MANUAL REVIEW - Conflicting Evidence,Confirmed Incident
CASE-0918,Endpoint Malware,1,1,0,1,Mumbai,1,0,0,1,1,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0919,Suspicious Login,1,1,1,0,Hyderabad,1,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0920,Phishing Email,3,1,1,1,Unknown,0,0,1,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0921,Endpoint Malware,3,0,1,0,Chennai,0,0,1,1,1,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0922,Endpoint Malware,1,0,1,0,Bangalore,0,0,0,1,1,0,15,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0923,Cloud Account Anomaly,2,0,1,0,Delhi,1,1,0,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0924,Cloud Account Anomaly,2,1,1,1,Unknown,1,0,0,0,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0925,Cloud Account Anomaly,1,1,1,1,Chennai,0,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0926,Cloud Account Anomaly,2,1,1,1,Hyderabad,1,0,0,0,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0927,Phishing Email,2,0,1,1,Bangalore,0,0,1,1,1,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0928,Phishing Email,2,1,0,0,Hyderabad,1,0,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0929,Suspicious Login,2,0,0,1,Delhi,0,1,0,1,1,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0930,Endpoint Malware,2,1,1,0,Mumbai,0,1,1,1,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0931,Suspicious Login,1,1,0,0,Unknown,0,1,0,1,0,0,25,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0932,Suspicious Login,1,1,0,1,Hyderabad,0,1,0,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0933,Cloud Account Anomaly,5,0,0,1,Bangalore,1,0,1,0,1,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0934,Suspicious Login,3,0,0,1,Unknown,0,1,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0935,Phishing Email,3,1,0,1,Delhi,1,0,1,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0936,Cloud Account Anomaly,1,1,1,1,Bangalore,0,0,0,1,1,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0937,Cloud Account Anomaly,2,0,0,1,Hyderabad,1,0,1,1,0,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0938,Cloud Account Anomaly,7,0,0,1,Delhi,1,0,1,0,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,Normal Investigation,Escalated Incident
CASE-0939,Cloud Account Anomaly,2,1,1,1,Mumbai,1,0,1,1,0,0,70,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,Normal Investigation,Confirmed Incident
CASE-0940,Cloud Account Anomaly,2,1,0,0,Chennai,0,0,1,0,0,1,20,LOW,Validate Alert → Check Authentication History → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0941,Cloud Account Anomaly,3,0,1,1,Unknown,0,0,0,1,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0942,Endpoint Malware,0,1,0,1,Hyderabad,1,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0943,Suspicious Login,2,1,1,0,Chennai,0,1,1,0,0,1,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0944,Phishing Email,2,0,1,1,Chennai,0,1,0,0,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0945,Suspicious Login,2,0,0,1,Delhi,0,1,1,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0946,Endpoint Malware,1,0,1,1,Delhi,1,1,1,0,0,0,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,Normal Investigation,Escalated Incident
CASE-0947,Phishing Email,2,0,1,0,Delhi,1,1,1,0,1,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0948,Endpoint Malware,1,1,1,1,Bangalore,0,1,1,0,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,Normal Investigation,Confirmed Incident
CASE-0949,Cloud Account Anomaly,2,0,0,0,Delhi,1,1,0,0,1,0,20,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0950,Phishing Email,2,1,0,0,Hyderabad,1,1,0,1,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0951,Cloud Account Anomaly,5,1,0,1,Bangalore,1,1,0,0,1,1,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,BLOCKED - Missing Evidence,Escalated Incident
CASE-0952,Suspicious Login,2,0,0,0,Bangalore,0,1,0,0,1,0,5,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0953,Cloud Account Anomaly,2,0,1,1,Hyderabad,0,1,0,1,0,1,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0954,Phishing Email,1,1,0,0,Mumbai,1,0,1,1,1,0,35,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0955,Endpoint Malware,1,0,1,0,Mumbai,1,1,0,0,1,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0956,Endpoint Malware,0,0,0,1,Unknown,1,0,0,1,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0957,Endpoint Malware,0,1,0,0,Mumbai,1,1,1,1,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0958,Endpoint Malware,2,0,0,0,Hyderabad,0,1,0,1,0,0,15,LOW,Validate Alert → Check Authentication History → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0959,Cloud Account Anomaly,4,1,1,1,Bangalore,0,0,0,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0960,Endpoint Malware,2,1,0,1,Delhi,0,0,0,1,1,1,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-0961,Phishing Email,5,1,0,0,Hyderabad,1,1,1,1,0,0,70,HIGH,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,Normal Investigation,Escalated Incident
CASE-0962,Suspicious Login,1,0,0,1,Hyderabad,0,1,1,1,0,1,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0963,Cloud Account Anomaly,1,1,0,0,Delhi,1,1,1,1,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0964,Phishing Email,2,0,0,0,Chennai,1,1,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0965,Phishing Email,0,1,0,1,Mumbai,0,1,1,1,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0966,Suspicious Login,0,0,1,1,Hyderabad,1,0,1,0,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0967,Endpoint Malware,4,0,0,0,Chennai,1,0,0,1,0,0,20,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0968,Phishing Email,3,0,0,1,Chennai,1,0,1,0,1,0,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0969,Endpoint Malware,1,0,1,0,Bangalore,0,1,0,1,0,1,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0970,Suspicious Login,2,1,1,1,Chennai,0,1,1,0,1,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0971,Endpoint Malware,0,0,0,1,Chennai,0,0,0,0,0,0,15,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0972,Endpoint Malware,0,1,0,0,Hyderabad,1,0,1,1,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-0973,Phishing Email,1,1,0,0,Mumbai,1,0,0,1,0,1,30,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0974,Suspicious Login,2,1,1,1,Unknown,1,1,0,0,1,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,BLOCKED - Missing Evidence,Confirmed Incident
CASE-0975,Cloud Account Anomaly,2,1,1,0,Mumbai,1,1,0,0,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0976,Suspicious Login,1,0,0,1,Mumbai,0,1,1,1,1,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0977,Suspicious Login,0,1,0,0,Mumbai,1,1,1,1,0,0,50,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-0978,Endpoint Malware,3,1,0,0,Unknown,1,1,1,1,1,0,45,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0979,Phishing Email,3,1,1,1,Hyderabad,1,0,0,0,1,0,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0980,Cloud Account Anomaly,3,0,0,0,Chennai,1,0,0,0,0,0,15,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0981,Phishing Email,5,0,1,1,Mumbai,1,0,1,0,0,0,75,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Escalated Incident
CASE-0982,Suspicious Login,2,0,0,0,Delhi,1,0,0,0,0,0,15,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0983,Endpoint Malware,2,1,0,1,Chennai,1,0,1,1,1,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0984,Cloud Account Anomaly,3,0,1,0,Mumbai,1,1,1,1,1,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0985,Cloud Account Anomaly,2,0,0,0,Hyderabad,0,1,1,1,0,1,25,LOW,Validate Alert → Check Authentication History → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0986,Cloud Account Anomaly,2,0,0,0,Chennai,1,0,0,0,0,0,15,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0987,Phishing Email,2,1,0,1,Delhi,0,1,1,1,1,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-0988,Endpoint Malware,6,0,1,0,Mumbai,1,0,1,0,1,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0989,Endpoint Malware,4,1,1,0,Hyderabad,1,1,1,0,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Confirmed Incident
CASE-0990,Cloud Account Anomaly,1,1,1,1,Bangalore,1,0,0,1,1,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0991,Suspicious Login,6,1,1,0,Delhi,1,1,0,1,0,0,75,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Isolate Endpoint,Normal Investigation,Escalated Incident
CASE-0992,Phishing Email,1,0,1,1,Delhi,1,1,1,0,0,0,65,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Escalated Incident
CASE-0993,Suspicious Login,3,1,1,1,Chennai,0,0,1,0,1,0,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0994,Suspicious Login,1,0,0,1,Chennai,1,1,1,1,0,1,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0995,Suspicious Login,3,1,1,0,Delhi,0,0,1,0,0,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Benign Activity
CASE-0996,Cloud Account Anomaly,4,0,0,1,Hyderabad,0,1,0,0,0,0,25,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,Normal Investigation,Benign Activity
CASE-0997,Endpoint Malware,3,0,1,1,Hyderabad,0,1,1,0,0,1,50,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-0998,Cloud Account Anomaly,3,0,1,1,Mumbai,0,1,0,0,1,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Needs Further Investigation
CASE-0999,Phishing Email,2,1,1,0,Unknown,0,0,0,1,0,0,30,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1000,Cloud Account Anomaly,4,1,1,1,Delhi,1,0,1,1,0,0,70,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Confirmed Incident
CASE-1001,Cloud Account Anomaly,4,0,0,1,Chennai,1,1,0,0,1,1,35,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1002,Endpoint Malware,1,1,1,1,Hyderabad,1,1,1,0,0,1,75,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate to Senior Analyst,MANUAL REVIEW - Conflicting Evidence,Confirmed Incident
CASE-1003,Phishing Email,2,1,1,0,Chennai,1,1,0,1,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1004,Cloud Account Anomaly,2,0,0,0,Bangalore,1,0,0,1,1,0,15,LOW,Validate Alert → Check Authentication History → Review Endpoint Activity → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1005,Cloud Account Anomaly,2,1,1,1,Mumbai,0,1,1,0,1,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,BLOCKED - Missing Evidence,Benign Activity
CASE-1006,Cloud Account Anomaly,2,0,0,1,Delhi,1,0,1,1,0,1,45,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,MANUAL REVIEW - Conflicting Evidence,Needs Further Investigation
CASE-1007,Cloud Account Anomaly,2,1,1,0,Mumbai,0,0,0,0,1,0,20,LOW,Validate Alert → Check Authentication History → Investigate IP and Location → Collect Evidence → Assess Risk → Determine Containment,Continue Monitoring,BLOCKED - Missing Evidence,Benign Activity
CASE-1008,Endpoint Malware,4,0,1,0,Unknown,1,0,1,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1009,Endpoint Malware,1,0,1,0,Delhi,1,0,1,0,0,0,40,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Benign Activity
CASE-1010,Endpoint Malware,1,1,0,0,Chennai,1,0,1,0,0,0,35,MEDIUM,Validate Alert → Check Authentication History → Review Endpoint Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
CASE-1011,Suspicious Login,1,1,1,1,Mumbai,0,1,1,0,0,0,60,HIGH,Validate Alert → Check Authentication History → Investigate IP and Location → Review Email Activity → Review Cloud Activity → Collect Evidence → Assess Risk → Determine Containment,Disable Account,Normal Investigation,Confirmed Incident
CASE-1012,Cloud Account Anomaly,2,0,1,1,Unknown,1,1,0,0,0,0,55,MEDIUM,Validate Alert → Check Authentication History → Investigate IP and Location → Review Endpoint Activity → Review Email Activity → Collect Evidence → Assess Risk → Determine Containment,Escalate for Review,Normal Investigation,Needs Further Investigation
